url,title,publish_date,offense_type,location,timeframe,content
https://www.ndtv.com/india-news/delhi-court-resumes-trial-in-unnao-rape-survivors-fathers-death-2089090,Delhi Court Resumes Trial In Unnao Rape Survivor's Father's Death,N/A,rape,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 22, 2019
Delhi Court Resumes Trial In Unnao Rape Survivor's Father's Death
The rape survivor's father was arrested on April 3, 2018, and died in judicial custody on April 9, 2018.
Press Trust of India
All India
Aug 22, 2019 23:46 pm IST
Read Time:
2 mins
Share
The court has framed murder charges against Kuldeep Sengar and four others
New Delhi:
A Delhi court commenced on Thursday trial in the death of the Unnao rape survivor's father in judicial custody.
District Judge Dharmesh Sharma recorded statements of two prosecution witnesses -- a senior police official and the district magistrate of Unnao. The court then put up the matter for further hearing on August 23.
The court has framed murder and other charges against expelled BJP MLA Kuldeep Sengar, his brother Atul Sengar, three former Uttar Pradesh police officials and five others in the case.
It has clubbed two cases -- the alleged murder of the rape survivor's father and the another allegedly framing him in a case of possession of illegal arms. The accused persons in these two cases had denied the charges and claimed trial.
The rape survivor's father was arrested on April 3, 2018, and died in judicial custody on April 9, 2018.
The woman, allegedly raped by Sengar in 2017 when she was a minor, is battling for life after a truck rammed into her car in Uttar Pradesh's Rae Bareli on July 28, killing two of her aunts. Her lawyer was also injured in the accident. Sengar has also been booked in the rape case.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao Rape Case, Unnao Rape Accused Kuldeep Sengar"
https://www.ndtv.com/india-news/up-cop-challenges-charges-against-him-for-unnao-teens-fathers-alleged-murder-in-delhi-high-court-2088251,UP Cop Challenges Charges Against Him For Unnao Teen's Father's Murder,N/A,rape,then Makhi (Police Station Area),Timeframe unknown (article published on N/A),"This Article is From Aug 21, 2019
UP Cop Challenges Charges Against Him For Unnao Teen's Father's Murder
Constable Amir Khan claimed in his petitions that the trial court has ""wrongly"" clubbed the two cases as one was sessions triable and other was magisterial triable case.
Press Trust of India
All India
Aug 21, 2019 14:35 pm IST
Read Time:
2 mins
Share
An Uttar Pradesh cop petitioned the Delhi High Court challenging framing of charges against him.
New Delhi:
An Uttar Pradesh Police constable on Wednesday approached the Delhi High Court challenging framing of charges against him for the alleged murder of the Unnao rape survivor's father and framing him in a case of possession of illegal arms.
Constable Amir Khan claimed in his plea that the trial court has ""wrongly"" clubbed the two cases as one was sessions triable and other was magisterial triable case.
The trial court on August 13 had charged expelled BJP MLA Kuldeep Sengar and nine others for murder, criminal intimidation, wrongful restraint, criminal conspiracy and false evidence and under the Arms Act.
The charges framed against them also included voluntarily causing hurt, voluntarily causing hurt by dangerous weapons or means, public servant disobeying law, with intent to cause injury to any person and public servant framing an incorrect document with intent to cause injury.
The court also had cancelled the bail of three Uttar Pradesh police officials - then Makhi police station in-charge Ashok Singh Bhadauria, Sub Inspector Kamta Prasad and Amit Khan - accused in the case, and sent them into custody after the charge of murder was framed against them.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao, Unnao Rape, Delhi High Court"
https://www.ndtv.com/india-news/unnao-rape-case-cbi-seeks-one-week-from-court-to-file-status-report-2086597,CBI Seeks One Week From Court To File Status Report In Unnao Rape Case,N/A,"rape, gang rape",New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 18, 2019
CBI Seeks One Week From Court To File Status Report In Unnao Rape Case
During Saturday's hearing in the gangrape case, senior Public Prosecutor Ashok Bhartendu, appearing for the CBI, said the matter is still under investigation and they will file a report very shortly.
Press Trust of India
All India
Aug 18, 2019 01:50 am IST
Read Time:
4 mins
Share
The court had earlier declined the plea of CBI seeking 30 days. (File)
New Delhi:
The CBI on Saturday sought a week's time from a Delhi court to complete its investigation and file a status report in the 2017 Unnao gangrape case, one of four related cases transferred by the Supreme Court from Uttar Pradesh.
The submission was made before District Judge Dharmesh Sharma who was hearing the case in which Shubham Singh, Naresh Tiwari and Brajesh Singh Yadav are the accused.
The woman was allegedly raped by expelled BJP MLA Kuldeep Singh Sengar and the three men in two different incidents in 2017 when she was a minor. A separate rape case has been registered against Kuldeep Sengar in which the trial commenced on Friday.
During Saturday's hearing in the gangrape case, senior Public Prosecutor Ashok Bhartendu, appearing for the CBI, said the matter is still under investigation and they will file a report very shortly.
""The matter is at the final stage of investigation and the agency will be coming up with a report shortly. The IO seeks one week's more time,"" said Mr Bhartendu.
Advocate Sunil Kumar Singh, appearing for accused Shubham Singh, told the court that while the charge sheet has been filed in the other three related cases, the investigation was still pending in the alleged gang rape case.
""Why is the investigation lingering for 16 months?"" said Mr Singh.
The court put up the matter for further hearing on August 26.
Meanwhile, the court sought response of the CBI on a plea by Shubham Singh seeking a direction that the probe agency comply with the Allahabad High Court's 2018 order to complete the investigation in the case within two months as per provisions of the law.
The top court had transferred four criminal cases -- the 2017 rape case; an alleged fake matter under the Arms Act against the father of the rape survivor; his death in police custody, and the gang rape of the woman.
All the three accused in this case are out on bail.
The court had earlier declined the plea of CBI seeking 30 days to complete the investigation and directed it to file a status report by August 17.
The woman, who was a minor then, was allegedly raped by Kuldeep Sengar on June 4, 2017 and the three other men on June 11, 2017.
The woman is critical and admitted at AIIMS hospital in New Delhi after a truck rammed into the car in which she was was travelling along with some family members and her lawyer on July 28. Two of her aunts died in the accident.
Kuldeep Sengar, a four-time legislator who represents Bangermau in the Uttar Pradesh Assembly, is lodged in jail since April 2018.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao Gangrape Case, Uttar Pradesh Rape Case, Kuldeep Singh Sengar"
https://www.ndtv.com/india-news/unnao-rape-case-delhi-court-commences-trial-in-2017-unnao-rape-case-2086161,Delhi Court Commences Trial In 2017 Unnao Rape Case,N/A,"rape, sexual assault, kidnapping",New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 16, 2019
Delhi Court Commences Trial In 2017 Unnao Rape Case
District Judge Dharmesh Sharma completed recording statement of a prosecution witness in an in-camera hearing in the case in which expelled BJP MLA Kuldeep Singh Sengar is a key accused.
Press Trust of India
All India
Aug 16, 2019 21:36 pm IST
Read Time:
3 mins
Share
Charges were found against Kuldeep Sengar for allegedly conspiring with co-accused Shashi Singh (File)
New Delhi:
A Delhi court on Friday commenced the trial in a case of alleged rape of a minor girl in Unnao in 2017.
District Judge Dharmesh Sharma completed recording statement of a prosecution witness in an in-camera hearing in the case in which expelled BJP MLA Kuldeep Singh Sengar is a key accused.
The court will continue the examination of other witnesses on Monday.
It had earlier directed the media to abstain from reporting names and addresses of the rape survivor, her family and witnesses and certain other aspects of the case.
""The media shall refrain from reporting testimony of any witness, wholly or partly, and refrain from appreciating such evidence or giving any opinion on the merits of the case during the course of this enquiry/trial as the case may be,"" the court had said.
The court had on August 9 put on trial the expelled BJP MLA for allegedly kidnapping and raping the woman in 2017, who was a minor then, saying charges were ""prima facie"" found.
It had said prima facie charges were found against Kuldeep Sengar for allegedly conspiring with co-accused Shashi Singh to bring the girl to the legislator's residence on the pretext of getting her a job, sexually assaulting her and threatening to harm her and her family members if she disclosed the incident to anyone.
The court also framed charges against Shashi Singh for allegedly taking her to Kuldeep Sengar's house on June 4, 2017 without the consent of her parents with the knowledge that she would be subjected to rape.
The charges framed against Kuldeep Sengar include sections 376 (1)(rape), 363 (kidnapping), 366 (kidnapping or inducing a woman to compel for marriage etc.), 120 B (criminal conspiracy) and 506 (criminal intimidation), punishable under Indian Penal Code, and sections 3 and 4 (penetrative sexual assault) of the POCSO (Protection of Child from Sexual Offences) Act.
The charges framed against Shashi Singh include sections 363 (kidnapping), 376 (1) (rape), 366 (abducting or inducing a woman to compel for marriage etc), 120-B (criminal conspiracy), 109 (abetment) of the IPC and sections 3 and 4 of the Protection of Children from Sexual Offences Act (POCSO) Act.
The offences entail a maximum punishment of life imprisonment.
Both the accused, had however, denied the allegations, saying they have been falsely implicated in the case and claimed trial.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao Rape Case, Kuldeep Singh Sengar, Unnao Rape"
https://www.ndtv.com/india-news/unnao-rape-case-got-death-threat-from-kuldeep-sengar-alleges-lawyer-of-unnao-survivors-mother-2084747,Got Death Threat From Kuldeep Sengar: Lawyer Of Unnao Survivor's Mother,N/A,rape,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 13, 2019
Got Death Threat From Kuldeep Sengar: Lawyer Of Unnao Survivor's Mother
Advocate Dharmendra Mishra claimed that Sengar gestured towards him in the court premises by dragging his fingers across his throat and thus threatened to eliminate him.
Press Trust of India
All India
Aug 13, 2019 23:13 pm IST
Read Time:
1 min
Share
Kuldeep Sengar allegedly gestured towards the lawyer by dragging his fingers across his throat (File)
New Delhi:
The counsel of the Unnao rape survivor's mother on Tuesday alleged before a Delhi court that he had received a death threat from expelled BJP MLA Kuldeep Singh Sengar, one of the accused in the case.
The complaint was made before District Judge Dharmesh Sharma who sought a response from the CBI on the matter.
Advocate Dharmendra Mishra claimed that Sengar gestured towards him in the court premises by dragging his fingers across his throat and thus threatened to eliminate him.
In his complaint, Mr Mishra said Sengar repeated the gesture twice during court proceedings.
He further alleged that earlier he was also threatened by Sengar's brother and co-accused in the case, Atul Singh Sengar, but he didn't pay heed.
Mr Mishra also sought the CCTV footage of the court premises.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Kuldeep Sengar, Unnao Rape Case, Unnao Case"
https://www.ndtv.com/india-news/cbi-didnt-name-kuldeep-sengar-in-unnao-teens-fathers-killing-lawyers-2083364,CBI Didn't Name Kuldeep Sengar In Unnao Teen's Father's Killing: Lawyers,N/A,rape,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 10, 2019
CBI Didn't Name Kuldeep Sengar In Unnao Teen's Father's Killing: Lawyers
CBI lawyers denied the allegation and said the investigation officer collected the evidence in the case in all ""fairness"".
Press Trust of India
All India
Aug 10, 2019 18:41 pm IST
Read Time:
4 mins
Share
Kuldeep Singh Sengar was expelled by the BJP over rape allegations. (PTI)
New Delhi:
The counsel for the Unnao rape survivor told a court in Delhi today that the CBI did not deliberately name expelled BJP MLA Kuldeep Singh Sengar and his brother as accused in her father's killing.
Appearing for the CBI, Senior Public Prosecutor Ashok Bhartendu denied the allegation and said the investigation officer collected the evidence in the case in all ""fairness"" and there was no ""mala fide"" intention on his part.
The court reserved its order on framing of charges for August 13 in the case of alleged assault and framing of the rape survivor's father in an Arms Act case in 2018.
Ten people, including Kuldeep Sengar, his brother Atul Singh Sengar and three police officers have been named as accused in the CBI chargesheet.
During the day, the murder case of the teen survivor's father also came up before the court. Kuldeep Sengar and his brother have not been named as accused by the CBI in this case. The CBI said though the chargesheet had been filed in the murder case, the probe was still going on.
""It cannot be said that the IO deliberately did not name the MLA and his brother Atul Singh Sengar as accused in the case and supported the accused. Evidence was collected in all fairness. There was no mala fide intention on his part,"" Mr Bhartendu said.
""Till now, the CBI did not find anything against the MLA to be a common accused. If, during the trial, the agency finds any evidence against the duo, a supplementary chargesheet will be filed,"" the public prosecutor said.
The counsel for the rape survivor and her family -- advocates Dharmendra Mishra and Poonam Kaushik -- alleged that the investigating officer did not probe the case properly.
""The father was allegedly beaten up badly and due to his injuries, he died in judicial custody. The IO deliberately filed two different chargesheets -- one in the case of assaulting and framing of false charges and the other in the murder case,"" Mr Mishra said.
He also alleged that the MLA and his brother, along with their ""accomplices"", had assaulted the 19-year-old rape survivor's father and filed a false complaint against him.
""The unnatural death of the father was due to the fact that he was badly beaten up and was not given proper medical care in custody. Hence, the role of the Sengars should be investigated,"" the counsel said.
During the proceedings, the court was also informed by the IO that ""satisfactory"" boarding and lodging arrangements were made for the rape survivor''s mother and other family members.
""I find that satisfactory arrangements have been made for the boarding and lodging and three times'' meals as also the security of the mother and other family members of the survivor and they have been provided four rooms, three on one floor and one on the other floor...efforts are being made to accommodate them on the same floor to avoid any inconvenience to them,"" the judge said.
The CBI had earlier told the court that the MLA and his ""accomplices"" had allegedly assaulted and framed the rape survivor's father in a case of illegal firearms possession.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao Case, Unnao Rape Case, Kuldeep Sengar"
https://www.ndtv.com/india-news/unnao-rape-case-cbi-says-under-influence-of-kuldeep-singh-sengar-no-action-on-unnao-survivors-compla-2082974,"No Action On Unnao Survivor's Complaint ""Under Influence"" Of MLA: CBI",N/A,"rape, gang rape",The Dirst Information Report or FIR was lodged in the case at Makhi (Police Station Area),Incident timeframe: Month before article publication,"This Article is From Aug 09, 2019
No Action On Unnao Survivor's Complaint ""Under Influence"" Of MLA: CBI
Unnao Rape Case: Kuldeep Sengar's accomplice Shashi Singh has also been named as an accused in the charge sheet for allegedly luring the minor into going to the legislator's residence.
Press Trust of India
All India
Aug 09, 2019 19:40 pm IST
Read Time:
3 mins
Share
Charges said Kuldeep Singh Sengar threatened the survivor to not disclose the incident to anyone (File)
New Delhi:
The CBI has told a Delhi court that Uttar Pradesh Police was ""lackadaisical"" in handling the 2017 case of a minor girl who was raped in Unnao allegedly by MLA Kuldeep Singh Sengar.
In its charges filed on July 11, 2018, the probe agency said they were investigating the role of authorities of the district administration and medical hospitals in Unnao district.
""During investigation, action taken by local police on several complaints on the incidents were also collected which showed lackadaisical approach of local thana police and supervisory police officers,"" the charge sheet said.
The CBI added that further investigation was going on in this matter.
Sengar's accomplice Shashi Singh has also been named as an accused in the charge sheet for allegedly luring the minor into going to the legislator's residence.
The accused have been charged for the offences under the relevant sections of the Indian Penal Code and the Protection of Children from Sexual Offences (POCSO) Act.
According to the charges, on June 4, 2017, Shashi Singh had taken the girl to Sengar's residence on the pretext of getting her a job and the MLA allegedly raped her.
It said Sengar had threatened the survivor to not disclose the incident to anyone.
The charges further said though the girl tried to report the incident, no action was taken ""under the influence"" of Sengar.
It stated that the father of the survivor was ""brutally beaten up badly by Sengar's brother Atul Singh Sengar and his henchmen"" on April 3, 2018 ""in public view for creating terror"".
He was arrested and falsely implicated in a case of illegal firearms possession, the CBI has claimed in another charge sheet filed in the case. He died in judicial custody on April 9, 2018.
The Dirst Information Report or FIR was lodged in the case at Makhi police station, against Sengar and Singh on April 12, 2018, after the girl had tried to set herself on fire in front of Chief Minister Yogi Adityanath's residence.
Armed with the Supreme Court's directive, District Judge Dharmesh Sharma is hearing the Unnao cases on day-to-day basis.
The top court transferred four criminal cases from Uttar Pradesh to Delhi - the 2017 rape case; a fake matter under the Arms Act against the father of the rape survivor; his death in police custody, and the gang rape of the woman.
Kuldeep Singh Sengar was expelled from the BJP last month.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao Rape Case, Unnao Case, Unnao Rape"
https://www.ndtv.com/india-news/charges-framed-against-kuldeep-sengar-accused-in-unnao-rape-case-2082683,Charges Framed Against Expelled BJP MLA Accused In Unnao Rape Case,N/A,"rape, kidnapping",New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 09, 2019
Charges Framed Against Expelled BJP MLA Accused In Unnao Rape Case
The CBI had on Thursday told the court that Sengar and his brother assaulted the father of the girl and framed him in an Arms Act case.
Press Trust of India
All India
Aug 09, 2019 12:42 pm IST
Read Time:
2 mins
Share
Kuldeep Sengar is accused of allegedly raping a minor in Unnao in 2017.
New Delhi:
A Delhi court on Friday framed charges against expelled BJP MLA Kuldeep Sengar for allegedly raping a minor in Unnao in 2017.
District Judge Dharmesh Sharma also framed charges against Sengar's accomplice Shashi Singh for allegedly kidnapping the minor girl, who is presently admitted in AIIMS, Delhi.
The court has framed charges under criminal conspiracy, kidnapping, kidnapping or inducing a woman to compel for marriage, rape and other relevant sections of the Protection of Children from Sexual Offences (POCSO) Act.
The CBI had on Thursday told the court that Sengar and his brother assaulted the father of the girl and framed him in an Arms Act case, in collusion with three state police officials and five others.
The agency had submitted that the MLA and his ""accomplices"" got lodged an FIR, accusing the rape survivor's father of possessing a country-made pistol and four live cartridges.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Kuldeep Sengar, Unnao Rape"
https://www.ndtv.com/india-news/kuldeep-sengar-others-framed-unnao-survivors-father-cbi-to-court-2082497,"Kuldeep Sengar, Others Framed Unnao Survivor's Father: CBI To Court",N/A,rape,included the then Makhi (Police Station Area),Timeframe unknown (article published on N/A),"This Article is From Aug 09, 2019
Kuldeep Sengar, Others Framed Unnao Survivor's Father: CBI To Court
The FIR also accused the victim's father of verbally abusing the MLA's brother Atul Singh Sengar and others involved in the case.
Press Trust of India
All India
Aug 09, 2019 01:01 am IST
Read Time:
4 mins
Share
Kuldeep Sengar is in jail in connection with the rape case (File)
New Delhi:
The CBI on Thursday told a Delhi court that Uttar Pradesh MLA Kuldeep Singh Sengar and his brother assaulted the father of the 17-year-old Unnao rape case victim and framed him in an Arms Act case, in collusion with three state police officials and five others.
The agency submitted to District Judge Dharmesh Sharma that the MLA and his ""accomplices"", got lodged an FIR, accusing the rape victim's father of possessing a country-made pistol and four live cartridges.
The FIR also accused the victim's father of verbally abusing the MLA's brother Atul Singh Sengar and others involved in the case.
CBI counsel Ashok Bhartendu told the court that the three police officials, accused in the case of assaulting the victim's father, included the then Makhi police station's in-charge Ashok Singh Bhadauria, Sub Inspector Kamta Prasad and Constable Amir Khan.
While Bhadauria and Prasad were out on bail, Amir, who was not arrested in the case, was granted the relief from the arrest by the court today.
The charges, however, were denied by the accused persons, which also included Shailendra Singh, Vineet Mishra, Birendra Singh, Shashi Pratap Singh and Ram Sharan Singh.
According to the CBI, the incident took place on April 3, 2018 following an altercation between the victim's father and Shashi Pratap Singh.
The charge sheet filed on July 13, 2018, said the victim's father and his co-worker were returning to their village, Makhi, when they asked Shashi Pratap Singh to give them a lift up to the village in their vehicle.
Singh, however, denied the lift, triggering an altercation among them.
This prompted Singh to call up his associates, following which MLA's brother Atul Singh Sengar reached the spot along with others and beat up the victim's father and his co-workers.
The victim's father was subsequently taken to the police station by them and an FIR was lodged against him and he was arrested.
The charge sheet said all this while, MLA Kuldeep Singh Senger was in touch with the district police superintendent, police station's in-charge Bhadauria. Later he also talked to the doctor, who examined the victim's father.
""MLA (Kuldeep) has every reason and authority by virtue of his being an MLA to falsely implicate the (victim's) father in the case of illegal fire arms possession,"" the CBI said.
The rape victim's father died in judicial custody on April 9, 2018.
The counsel for the rape victim and her family, advocates Dharmendra Mishra and Poonam Kaushik, told the court that charge should also be framed against the chief medical officer of Unnao's district hospital.
The court adjourned the case for next hearing on August 10.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Kuldeep Singh Sengar, Unnao Rape Case"
https://www.ndtv.com/india-news/unnao-rape-survivor-shifted-to-delhi-hospital-in-record-3-hours-from-up-2081115,How Unnao Rape Survivor And Lawyer Were Shifted To Delhi In Record Time,N/A,rape,Delhi (specific area not mentioned),Timeframe unknown (article published on N/A),"This Article is From Aug 06, 2019
How Unnao Rape Survivor And Lawyer Were Shifted To Delhi In Record Time
Unnao rape survivor was from transferred from a hospital in Lucknow to the AIIMS trauma centre in less than three hours.
Written by:
Alok Pandey
All India
Aug 06, 2019 17:34 pm IST
Read Time:
4 mins
Share
Unnao rape case: The ambulance covered a distance of 33 km in just 39 minutes in Lucknow
Lucknow:
On Monday evening, one side of the six-laned Lohia Path in Uttar Pradesh's capital Lucknow, a road that passes very close to the residence of Chief Minister Yogi Adityanath, was emptied out by the Lucknow Police for a full hour between 6 and 7 pm. At this time this road sees peak traffic, but on Monday evening there was none.
The road was part of a complex transfer for the Unnao rape survivor from Lucknow's trauma centre to Delhi's All India Institute of Medical Sciences or AIIMS. The end-to-end transfer was achieved in less than three hours, courtesy green corridors or temporary emergency lanes on roads at both Lucknow and Delhi. Green corridors are mostly activated for organ transplants but doctors and policemen say this was an exception.
Videos shot by journalists on Lucknow's Lohia Path showed a police vehicle, its sirens blaring, leading the ambulance on the road, followed by three security vehicles. In Lucknow, the rape survivor's ambulance left the trauma center at the King George's Medical University at 6.24 pm on Monday evening. The ambulance was at the Lucknow airport at 7:03 pm, a record 39 minutes for a 33 km journey that would normally take well over an hour. 
The Lucknow police that organised the green corridor says the ambulance passed through 22 major traffic intersections. 12 senior Lucknow police officers and 142 police constables ensured a traffic free passage for the girl along the 33 km route. The route for the girl's ambulance was not the shortest one, but the one with the best roads. From the Lucknow airport, the girl was flown to the Delhi airport in an air ambulance that was waiting for her.
The one good thing @Uppolice has done for the #Unnao rape survivor .A 33 km green corridor from trauma centre to LKO airport for her transfer to Delhi 's AIIMS .Organised by the @lkopolice .Her ambulance covered the distance in 39 mins on Mon ! More details tonight on @ndtv 24x7 pic.twitter.com/aYQyqXprhM
— Alok Pandey (@alok_pandey) August 6, 2019
The girl's air ambulance landed at Delhi's domestic airport shortly before 9 pm. A road ambulance carrying the girl left the airport at 9 pm and reached the AIIMS Trauma Centre in south Delhi at 9:18 pm, covering about 15 km in 18 minutes using a green corridor like the one created in Lucknow. Under normal circumstances, this journey would take at least 35 minutes, if not more. 
A similar exercise was repeated for the rape survivor's lawyer on Tuesday morning - with identical results. 
The 19-year-old rape survivor, who has accused expelled BJP lawmaker Kuldeep Singh Sengar of raping her at his residence in 2017, was travelling with her advocate and two aunts on July 28 when their car was hit by a speeding truck in Uttar Pradesh's Rae Bareli district. Two of her aunts - one of whom was a witness to the rape - died in the accident, which many claim was orchestrated by the politician and his brother - Atul - to get back at the rape survivor.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao Case, Unnao Rape, Unnao Survivor"
https://www.ndtv.com/india-news/unnao-rape-survivors-lawyer-airlifted-to-delhi-2080968,Unnao Rape Survivor's Lawyer Airlifted To Delhi,N/A,rape,New Delhi,Incident timeframe: Week before article publication,"This Article is From Aug 06, 2019
Unnao Rape Survivor's Lawyer Airlifted To Delhi
According to Lucknow hospital administration, the lawyer was not on ventilator but was still in a serious condition and is in ""coma"".
Press Trust of India
All India
Aug 06, 2019 12:54 pm IST
Read Time:
2 mins
Share
The woman and her lawyer suffered critical injuries on July 28 when their car was hit by a truck in UP.
Lucknow:
The lawyer of the Unnao rape survivor, who suffered critical injuries in a car-truck collision last week, was airlifted to New Delhi on Tuesday following Supreme Court directives in this regard.
""The lawyer was sent to New Delhi special air ambulance. He has left the Lucknow hospital, where he was undergoing treatment to airport from where he will be taken to New Delhi for better treatment,"" District Magistrate said.
According to Lucknow hospital administration, the lawyer was not on ventilator but was still in a serious condition and is in ""coma"".
The rape survivor was on Monday airlifted through an air ambulance.
The woman and her lawyer suffered critical injuries on July 28 when the car, in which they and two others were travelling, was hit by a truck in Raebareli. Two of her relatives were killed in the accident.
The Central Bureau of Investigation (CBI), which has taken over the probe into the accident, booked 10 people for murder, including BJP legislator Kuldeep Singh Sengar, who is already in jail, charged with the rape of the Unnao woman when she was a minor in 2017.
The top court had directed to shift the injured to the All India Institute of Medical Sciences (AIIMS) in New Delhi for better care, as she was still critical.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao, Unnao Rape Case"
https://www.ndtv.com/india-news/unnao-rape-survivor-critical-wont-be-shifted-to-delhi-for-now-supreme-court-says-family-wants-treatm-2079208,"Unnao Teen, Critical, Won't Be Airlifted To Delhi For Now: Supreme Court",N/A,rape,New Delhi,Incident timeframe: Week before article publication,"This Article is From Aug 02, 2019
Unnao Teen, Critical, Won't Be Airlifted To Delhi For Now: Supreme Court
The family of the Unnao rape survivor told the Supreme Court today that they want her treatment to continue at a hospital in Lucknow
Reported by:
A Vaidyanathan
Edited by:
Debanish Achom
All India
Aug 02, 2019 14:59 pm IST
Read Time:
4 mins
Share
New Delhi:
A teenage girl who was allegedly raped by an expelled BJP lawmaker in Uttar Pradesh's Unnao won't be shifted to Delhi for treatment for injuries she suffered in a road accident on July 28. Her family told the Supreme Court today that they want her treatment to continue at the hospital in Lucknow where she is being treated for serious injuries.
The teenage girl and her family met with an accident in Rae Bareli when the car they were travelling in collided with a truck, whose number plate was scrubbed with black paint. Two of her aunts died. The girl's lawyer, who was also in the vehicle, has been admitted in hospital with injuries. The security detail that the girl was meant to have, was not accompanying her.
The Supreme Court was today hearing whether to airlift the rape survivor from a hospital in Lucknow to AIIMS in Delhi for treatment when her mother said it is not needed for now. The court then said the family is free to take a call on shifting her to the All India Institute of Medical Sciences (AIIMS).
""So far as the movement of the victim is concerned since the family wants treatment at Lucknow, we will wait... immediate concern is the health of the victim,"" the Supreme Court bench headed by Chief Justice of India Ranjan Gogoi said today.
The Supreme Court also told news organisations not to reveal the identity of the rape survivor, after it was pointed out that the media was running old interviews of her.
The Supreme Court today put on hold the transfer of the accident case from Lucknow to Delhi for 15 days. This was done due to jurisdiction issues as the Central Bureau of Investigation may have to get the trial court's permission for interrogation of the accused.
The CBI has sought custodial interrogation of Kuldeep Sengar. A team of the probe agency, along with forensic officers, will reach the accident site at Raebareli today to gather evidence.
The condition of the rape survivor and the lawyer is critical, sources said. The lawyer is off ventilator and is breathing on his own though he still needs oxygen support, they said.
The rape survivor has fever, is still on ventilator and underwent a procedure on Thursday, sources said.
A huge controversy broke over alleged inaction against now-expelled BJP lawmaker Kuldeep Sengar despite the survivor's ordeal - from losing her father in police custody to two aunts dying in a road accident. One of the aunts was also a witness in the rape case.
Kuldeep Sengar was with the Samajwadi Party before he jumped to the BJP ahead of the Uttar Pradesh election in March 2017. The rape took place in June that year, when the girl had gone to his Unnao home to look for a job.
He is in a jail in Uttar Pradesh's Sitapur for more than a year. He used to make calls from inside the prison to threaten the family, said a police complaint filed by the teen's uncle a day after the accident last week. The girl's family alleged the lawmaker had engineered the accident.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao, Kuldeep Singh Sengar"
